id,catalogue_id,gaussian_id,source_id,tile_id,sbid,obs_start_time,n_gaus,ra,dec,e_ra,e_dec,total_flux_gaussian,e_total_flux_gaussian_pybdsf,e_total_flux_gaussian,total_flux_source,e_total_flux_source_pybdsf,e_total_flux_source,peak_flux,e_peak_flux,maj,e_maj,min,e_min,pa,e_pa,dc_maj,e_dc_maj,dc_min,e_dc_min,dc_pa,e_dc_pa,s_code,separation_tile_centre,noise,gal_lon,gal_lat
2240954,4549,RACS_2144-25A_2446,RACS_2144-25A_2184,RACS_2144-25A,8576,58598.86623,1,328.187116,-24.099777,1.05,1.23,2.813,0.466,0.838,2.813,0.466,0.838,2.687,0.257,30.05,3.36,21.79,1.78,142.25,13.09,16.65,3.36,0.0,1.78,142.25,13.09,S,2.2089,0.259,26.936326,-49.811778
2240955,4549,RACS_2144-25A_2447,RACS_2144-25A_2185,RACS_2144-25A,8576,58598.86623,1,328.228266,-26.485187,1.26,1.19,3.409,0.625,0.968,3.409,0.625,0.968,3.13,0.34,27.85,3.22,24.47,2.5,128.01,35.12,12.27,3.22,0.0,2.5,128.01,35.12,S,2.3928,0.334,23.32235,-50.375166
2240956,4549,RACS_2144-25A_2453,RACS_2144-25A_2191,RACS_2144-25A,8576,58598.86623,1,328.17206,-23.737496,0.23,0.23,11.877,0.445,1.404,11.877,0.445,1.404,11.977,0.258,25.05,0.54,24.76,0.53,158.18,75.45,0.0,0.54,0.0,0.53,0.0,75.45,S,2.3904,0.259,27.474327,-49.708573
2240957,4549,RACS_2144-25A_2455,RACS_2144-25A_2193,RACS_2144-25A,8576,58598.86623,1,328.189305,-24.942745,1.52,2.51,1.723,0.476,0.782,1.723,0.476,0.782,1.559,0.251,32.2,6.29,21.47,2.85,156.32,18.45,0.0,6.29,0.0,2.85,0.0,18.45,S,1.9583,0.253,25.665073,-50.012918
2240958,4549,RACS_2144-25A_2457,RACS_2144-25A_2195,RACS_2144-25A,8576,58598.86623,1,328.228392,-27.690373,0.05,0.04,163.597,1.025,11.996,163.597,1.025,11.996,138.204,0.527,28.84,0.12,25.69,0.09,47.02,0.42,14.32,0.12,5.91,0.09,47.02,0.42,S,3.2257,0.509,21.460768,-50.597962
2240959,4549,RACS_2144-25A_2458,RACS_2144-25A_2196,RACS_2144-25A,8576,58598.86623,1,328.149954,-22.703838,1.53,1.85,2.093,0.581,0.869,2.093,0.581,0.869,2.228,0.346,27.46,4.84,21.41,2.93,146.22,27.53,0.0,4.84,0.0,2.93,0.0,27.53,S,3.1004,0.356,29.004379,-49.41865
2240960,4549,RACS_2144-25A_2459,RACS_2144-25A_2197,RACS_2144-25A,8576,58598.86623,2,328.153595,-23.84015,0.2,0.26,18.819,0.582,1.908,20.594,0.956,2.164,15.252,0.29,31.02,0.65,24.88,0.43,156.93,3.06,18.34,0.65,0.0,0.43,156.93,3.06,M,2.3175,0.28,27.31409,-49.717943
2240961,4549,RACS_2144-25A_2460,RACS_2144-25A_2197,RACS_2144-25A,8576,58598.86623,2,328.164105,-23.849613,4.71,3.42,1.775,0.758,0.982,20.594,0.956,2.164,1.042,0.301,35.91,11.14,29.67,7.99,81.06,67.88,25.77,11.14,15.96,7.99,81.06,67.88,M,2.3201,0.28,27.303625,-49.729614
2240962,4549,RACS_2144-25A_2463,RACS_2144-25A_2200,RACS_2144-25A,8576,58598.86623,1,328.198522,-26.155164,3.79,2.34,2.843,0.887,1.129,2.843,0.887,1.129,1.632,0.345,38.1,8.95,28.59,5.45,82.7,34.46,28.74,8.95,13.87,5.45,82.7,34.46,S,2.2013,0.323,23.82046,-50.282894
2240963,4549,RACS_2144-25A_2464,RACS_2144-25A_2201,RACS_2144-25A,8576,58598.86623,1,328.191832,-25.875928,2.78,2.72,3.58,0.935,1.199,3.58,0.935,1.199,1.839,0.337,37.36,7.17,32.59,5.69,131.58,58.12,27.76,7.17,20.89,5.69,131.58,58.12,S,2.0824,0.31,24.245788,-50.219306
2240964,4549,RACS_2144-25A_2465,RACS_2144-25A_2202,RACS_2144-25A,8576,58598.86623,1,328.154947,-23.868063,0.25,0.26,12.003,0.486,1.426,12.003,0.486,1.426,11.874,0.278,26.63,0.66,23.74,0.53,138.13,7.92,9.13,0.66,0.0,0.53,138.13,7.92,S,2.3029,0.278,27.272754,-49.726102
2240965,4549,RACS_2144-25A_2466,RACS_2144-25A_2203,RACS_2144-25A,8576,58598.86623,3,328.138792,-23.467671,0.12,0.11,45.065,0.731,3.727,77.054,1.311,6.038,37.281,0.371,27.94,0.28,27.07,0.27,54.81,11.71,12.48,0.28,10.31,0.27,54.81,11.71,M,2.5356,0.356,27.86549,-49.610493
2240966,4549,RACS_2144-25A_2467,RACS_2144-25A_2203,RACS_2144-25A,8576,58598.86623,3,328.142047,-23.474202,0.21,0.22,23.406,0.706,2.252,77.054,1.311,6.038,20.085,0.366,29.83,0.6,24.44,0.41,139.12,3.27,16.24,0.6,0.0,0.41,139.12,3.27,M,2.5335,0.356,27.856931,-49.615056
2240967,4549,RACS_2144-25A_2468,RACS_2144-25A_2203,RACS_2144-25A,8576,58598.86623,3,328.148447,-23.476262,0.8,1.08,8.583,0.828,1.377,77.054,1.311,6.038,5.96,0.362,39.19,2.96,22.99,1.12,145.52,5.19,30.16,2.96,0.0,1.12,145.52,5.19,M,2.5366,0.356,27.856184,-49.621258
2240968,4549,RACS_2144-25A_2470,RACS_2144-25A_2205,RACS_2144-25A,8576,58598.86623,1,328.132053,-22.594179,1.64,1.83,1.73,0.511,0.804,1.73,0.511,0.804,1.933,0.314,26.76,4.94,20.93,2.99,141.03,29.11,0.0,4.94,0.0,2.99,0.0,29.11,S,3.1775,0.327,29.159584,-49.372883
2240969,4549,RACS_2144-25A_2471,RACS_2144-25A_2206,RACS_2144-25A,8576,58598.86623,1,328.186091,-26.432591,2.64,1.81,3.678,0.875,1.158,3.678,0.875,1.158,2.353,0.367,37.11,6.63,26.34,3.59,113.32,21.3,27.43,6.63,8.25,3.59,113.32,21.3,S,2.3322,0.348,23.391456,-50.327758
2240970,4549,RACS_2144-25A_2472,RACS_2144-25A_2207,RACS_2144-25A,8576,58598.86623,1,328.161978,-25.018433,2.23,2.53,3.044,0.719,1.012,3.044,0.719,1.012,1.854,0.29,39.12,7.12,26.25,3.53,140.2,18.92,30.08,7.12,7.97,3.53,140.2,18.92,S,1.9273,0.276,25.541623,-50.006003
2240971,4549,RACS_2144-25A_2473,RACS_2144-25A_2208,RACS_2144-25A,8576,58598.86623,1,328.124892,-23.163178,0.08,0.08,37.071,0.496,3.134,37.071,0.496,3.134,36.21,0.282,25.5,0.2,25.12,0.19,153.76,22.11,4.88,0.2,2.46,0.19,153.76,22.11,S,2.7376,0.28,28.313731,-49.519066
2240972,4549,RACS_2144-25A_2474,RACS_2144-25A_2209,RACS_2144-25A,8576,58598.86623,1,328.150857,-24.666023,0.75,0.85,3.673,0.469,0.891,3.673,0.469,0.891,3.73,0.272,27.39,2.21,22.48,1.48,143.66,15.5,0.0,2.21,0.0,1.48,0.0,15.5,S,1.972,0.275,26.071116,-49.915088
2240973,4549,RACS_2144-25A_2475,RACS_2144-25A_2210,RACS_2144-25A,8576,58598.86623,1,328.147707,-24.595007,0.37,0.36,8.896,0.502,1.23,8.896,0.502,1.23,8.568,0.282,27.23,0.96,23.84,0.74,130.77,9.86,10.77,0.96,0.0,0.74,130.77,9.86,S,1.9877,0.28,26.177269,-49.895666
2240974,4549,RACS_2144-25A_2479,RACS_2144-25A_2214,RACS_2144-25A,8576,58598.86623,1,328.123886,-23.311656,0.43,0.58,5.718,0.478,1.019,5.718,0.478,1.019,5.992,0.283,27.18,1.43,21.97,0.93,157.71,9.09,0.0,1.43,0.0,0.93,0.0,9.09,S,2.6315,0.288,28.092506,-49.556969
2240975,4549,RACS_2144-25A_2480,RACS_2144-25A_2215,RACS_2144-25A,8576,58598.86623,2,328.157437,-25.675213,0.19,0.2,28.097,0.711,2.567,40.738,0.953,3.485,22.348,0.349,31.53,0.55,24.94,0.35,138.84,2.13,19.2,0.55,0.0,0.35,138.84,2.13,M,1.9909,0.336,24.541916,-50.146575
2240976,4549,RACS_2144-25A_2481,RACS_2144-25A_2215,RACS_2144-25A,8576,58598.86623,2,328.147846,-25.666042,0.37,0.33,12.641,0.635,1.523,40.738,0.953,3.485,11.48,0.341,29.3,0.97,23.5,0.63,125.74,5.16,15.27,0.97,0.0,0.63,125.74,5.16,M,1.9801,0.336,24.553011,-50.13617
2240977,4549,RACS_2144-25A_2484,RACS_2144-25A_2217,RACS_2144-25A,8576,58598.86623,1,328.196909,-27.859747,0.16,0.16,37.314,0.922,3.246,37.314,0.922,3.246,35.373,0.513,26.03,0.38,25.37,0.36,113.3,21.05,7.24,0.38,4.09,0.36,113.3,21.05,S,3.3445,0.507,21.190358,-50.599437
2240978,4549,RACS_2144-25A_2485,RACS_2144-25A_2218,RACS_2144-25A,8576,58598.86623,1,328.110724,-22.771262,1.31,1.5,2.546,0.61,0.912,2.546,0.61,0.912,2.742,0.368,26.1,3.8,22.26,2.76,146.78,36.3,0.0,3.8,0.0,2.76,0.0,36.3,S,3.025,0.377,28.889566,-49.402076
2240979,4549,RACS_2144-25A_2486,RACS_2144-25A_2219,RACS_2144-25A,8576,58598.86623,1,328.104895,-22.467622,1.28,1.57,2.458,0.569,0.881,2.458,0.569,0.881,2.516,0.332,27.22,3.95,22.46,2.69,150.94,29.82,0.0,3.95,0.0,2.69,0.0,29.82,S,3.2655,0.336,29.335785,-49.314002
2240980,4549,RACS_2144-25A_2487,RACS_2144-25A_2220,RACS_2144-25A,8576,58598.86623,1,328.168159,-26.367305,2.7,3.04,3.245,0.826,1.1,3.245,0.826,1.1,2.086,0.338,43.41,9.14,22.42,2.8,138.17,12.84,35.49,9.14,0.0,2.8,138.17,12.84,S,2.2833,0.339,23.486641,-50.299026
2240981,4549,RACS_2144-25A_2490,RACS_2144-25A_2222,RACS_2144-25A,8576,58598.86623,1,328.142746,-25.313487,2.91,3.18,3.409,0.909,1.171,3.409,0.909,1.171,1.812,0.332,42.86,9.19,27.45,4.31,138.04,20.67,34.81,9.19,11.32,4.31,138.04,20.67,S,1.9132,0.316,25.087888,-50.055052
2240982,4549,RACS_2144-25A_2491,RACS_2144-25A_2223,RACS_2144-25A,8576,58598.86623,1,328.129839,-24.650099,2.17,1.62,2.79,0.605,0.922,2.79,0.605,0.922,2.118,0.283,36.02,5.85,22.87,2.51,121.91,14.03,25.92,5.85,0.0,2.51,121.91,14.03,S,1.9574,0.278,26.088221,-49.892793
2240983,4549,RACS_2144-25A_2492,RACS_2144-25A_2224,RACS_2144-25A,8576,58598.86623,2,328.085304,-22.347808,0.17,0.19,23.708,0.625,2.248,26.344,0.969,2.536,21.034,0.333,27.43,0.45,25.73,0.4,2.7,9.67,11.22,0.45,6.02,0.4,2.7,9.67,M,3.3543,0.324,29.504599,-49.263409
2240984,4549,RACS_2144-25A_2493,RACS_2144-25A_2224,RACS_2144-25A,8576,58598.86623,2,328.073753,-22.35144,2.56,2.52,2.636,0.74,1.008,26.344,0.969,2.536,1.892,0.334,36.4,7.67,23.97,3.55,44.99,20.39,26.45,7.67,0.0,3.55,44.99,20.39,M,3.3454,0.324,29.4947,-49.254158
2240985,4549,RACS_2144-25A_2495,RACS_2144-25A_2226,RACS_2144-25A,8576,58598.86623,1,328.156962,-26.606711,0.68,0.89,5.879,0.635,1.111,5.879,0.635,1.111,5.087,0.329,30.98,2.29,23.33,1.32,150.55,9.64,18.3,2.29,0.0,1.32,150.55,9.64,S,2.4119,0.324,23.115981,-50.336431
2240986,4549,RACS_2144-25A_2496,RACS_2144-25A_2227,RACS_2144-25A,8576,58598.86623,1,328.17771,-27.758147,0.55,0.57,11.006,0.96,1.593,11.006,0.96,1.593,10.646,0.54,27.38,1.5,23.64,1.11,137.77,13.88,11.16,1.5,0.0,1.11,137.77,13.88,S,3.2524,0.538,21.343481,-50.565413
2240987,4549,RACS_2144-25A_2497,RACS_2144-25A_2228,RACS_2144-25A,8576,58598.86623,1,328.137419,-25.493157,1.46,1.46,2.923,0.638,0.95,2.923,0.638,0.95,2.767,0.352,28.82,4.1,22.93,2.61,133.79,24.21,14.33,4.1,0.0,2.61,133.79,24.21,S,1.9326,0.351,24.813107,-50.089719
2240988,4549,RACS_2144-25A_2498,RACS_2144-25A_2229,RACS_2144-25A,8576,58598.86623,1,328.081417,-22.260069,3.62,2.81,4.106,1.013,1.283,4.106,1.013,1.283,2.006,0.345,48.24,10.11,26.57,3.76,124.65,15.68,41.23,10.11,8.99,3.76,124.65,15.68,S,3.4258,0.336,29.632137,-49.23548
2240989,4549,RACS_2144-25A_2499,RACS_2144-25A_2230,RACS_2144-25A,8576,58598.86623,2,328.092134,-23.48631,0.62,0.66,8.025,0.68,1.261,16.981,1.052,1.989,6.619,0.341,31.59,1.84,24.01,1.1,138.18,7.94,19.29,1.84,0.0,1.1,138.18,7.94,M,2.4912,0.332,27.820751,-49.573917
2240990,4549,RACS_2144-25A_2500,RACS_2144-25A_2230,RACS_2144-25A,8576,58598.86623,2,328.097142,-23.494272,0.77,0.78,8.957,0.802,1.383,16.981,1.052,1.989,6.085,0.353,33.45,2.1,27.53,1.48,135.39,12.73,22.19,2.1,11.53,1.48,135.39,12.73,M,2.4893,0.332,27.810699,-49.580398
2240991,4549,RACS_2144-25A_2502,RACS_2144-25A_2232,RACS_2144-25A,8576,58598.86623,1,328.14869,-26.558636,1.44,2.01,1.874,0.496,0.803,1.874,0.496,0.803,1.991,0.29,29.73,5.34,19.8,2.34,148.3,16.22,0.0,5.34,0.0,2.34,0.0,16.22,S,2.3771,0.304,23.187572,-50.319782
2240992,4549,RACS_2144-25A_2505,RACS_2144-25A_2234,RACS_2144-25A,8576,58598.86623,2,328.083471,-22.724605,4.18,3.38,2.47,0.883,1.11,16.502,1.166,2.025,1.662,0.374,41.58,12.02,22.37,3.93,126.72,19.22,33.2,12.02,0.0,3.93,126.72,19.22,M,3.0464,0.374,28.948115,-49.365255
2240993,4549,RACS_2144-25A_2504,RACS_2144-25A_2234,RACS_2144-25A,8576,58598.86623,2,328.072769,-22.714449,0.42,0.36,14.032,0.762,1.667,16.502,1.166,2.025,11.672,0.387,29.52,1.05,25.49,0.79,116.81,9.16,15.65,1.05,4.94,0.79,116.81,9.16,M,3.0485,0.374,28.959014,-49.352999
2240994,4549,RACS_2144-25A_2508,RACS_2144-25A_2236,RACS_2144-25A,8576,58598.86623,1,328.16183,-28.046729,0.11,0.12,68.391,1.232,5.429,68.391,1.232,5.429,62.635,0.67,26.81,0.29,25.5,0.27,175.29,8.02,9.6,0.29,4.96,0.27,175.29,8.02,S,3.4807,0.657,20.891759,-50.600157
2240995,4549,RACS_2144-25A_2509,RACS_2144-25A_2237,RACS_2144-25A,8576,58598.86623,1,328.159868,-27.978107,0.07,0.08,82.056,0.982,6.321,82.056,0.982,6.321,79.601,0.556,25.54,0.18,25.27,0.18,29.53,30.83,5.01,0.18,3.68,0.18,29.53,30.83,S,3.4227,0.551,20.997901,-50.58705
2240996,4549,RACS_2144-25A_2511,RACS_2144-25A_2239,RACS_2144-25A,8576,58598.86623,1,328.092101,-23.85954,1.29,1.58,2.28,0.486,0.819,2.28,0.486,0.819,2.165,0.268,29.35,4.14,22.44,2.44,146.45,20.41,0.0,4.14,0.0,2.44,0.0,20.41,S,2.2601,0.268,27.263366,-49.668319
2240997,4549,RACS_2144-25A_2513,RACS_2144-25A_2241,RACS_2144-25A,8576,58598.86623,1,328.098374,-24.473663,0.81,0.77,4.711,0.515,0.977,4.711,0.515,0.977,3.936,0.262,29.65,2.13,25.25,1.57,129.65,17.45,15.92,2.13,3.5,1.57,129.65,17.45,S,1.9823,0.254,26.343724,-49.82339
2240998,4549,RACS_2144-25A_2514,RACS_2144-25A_2242,RACS_2144-25A,8576,58598.86623,1,328.101846,-24.705298,0.94,1.21,2.929,0.483,0.855,2.929,0.483,0.855,2.763,0.267,27.86,2.91,23.79,2.13,162.51,25.9,0.0,2.91,0.0,2.13,0.0,25.9,S,1.9195,0.265,25.995699,-49.880946
2240999,4549,RACS_2144-25A_2515,RACS_2144-25A_2243,RACS_2144-25A,8576,58598.86623,1,328.077642,-23.075095,2.24,3.26,2.448,0.719,0.984,2.448,0.719,0.984,1.709,0.317,38.0,8.58,23.58,3.6,149.58,19.33,28.59,8.58,0.0,3.6,149.58,19.33,S,2.7728,0.31,28.426896,-49.453932
2241000,4549,RACS_2144-25A_2517,RACS_2144-25A_2245,RACS_2144-25A,8576,58598.86623,2,328.103566,-25.215979,1.94,1.9,5.526,0.833,1.217,7.434,1.0,1.429,2.978,0.303,47.29,6.07,24.53,1.98,133.43,8.05,40.14,6.07,0.0,1.98,133.43,8.05,M,1.8716,0.299,25.223648,-49.998868
2241001,4549,RACS_2144-25A_2518,RACS_2144-25A_2245,RACS_2144-25A,8576,58598.86623,2,328.111057,-25.220302,1.31,2.77,1.909,0.554,0.841,7.434,1.0,1.429,1.763,0.295,32.23,6.62,21.01,2.86,168.01,18.3,0.0,6.62,0.0,2.86,0.0,18.3,M,1.8785,0.299,25.219442,-50.006438
2241002,4549,RACS_2144-25A_2519,RACS_2144-25A_2246,RACS_2144-25A,8576,58598.86623,1,328.112644,-25.41203,1.38,2.35,2.853,0.695,0.987,2.853,0.695,0.987,2.285,0.341,32.75,5.63,23.84,3.09,166.93,21.39,0.0,5.63,0.0,3.09,0.0,21.39,S,1.8974,0.332,24.928856,-50.05019
2241003,4549,RACS_2144-25A_2524,RACS_2144-25A_2250,RACS_2144-25A,8576,58598.86623,1,328.103429,-25.259929,0.47,0.45,7.893,0.554,1.19,7.893,0.554,1.19,7.263,0.303,26.3,1.1,25.85,1.07,91.7,100.96,8.11,1.1,6.56,1.07,91.7,100.96,S,1.8737,0.297,25.156939,-50.008526
2241004,4549,RACS_2144-25A_2526,RACS_2144-25A_2252,RACS_2144-25A,8576,58598.86623,1,328.116522,-25.981137,2.27,2.35,1.974,0.622,0.891,1.974,0.622,0.891,1.602,0.311,29.11,5.91,26.47,4.93,139.47,85.79,14.91,5.91,8.66,4.93,139.47,85.79,S,2.0596,0.299,24.062986,-50.175008
2241005,4549,RACS_2144-25A_2527,RACS_2144-25A_2253,RACS_2144-25A,8576,58598.86623,1,328.052717,-22.253948,0.37,0.35,10.661,0.62,1.392,10.661,0.62,1.392,10.54,0.355,25.64,0.88,24.7,0.82,66.63,35.05,0.0,0.88,0.0,0.82,0.0,35.05,S,3.4167,0.354,29.629753,-49.208267
2241006,4549,RACS_2144-25A_2529,RACS_2144-25A_2255,RACS_2144-25A,8576,58598.86623,1,328.055109,-22.443798,2.65,1.73,3.944,0.878,1.172,3.944,0.878,1.172,2.431,0.358,38.96,6.68,26.07,3.29,113.52,17.77,29.85,6.68,7.37,3.29,113.52,17.77,S,3.259,0.34,29.351412,-49.263202
2241007,4549,RACS_2144-25A_2530,RACS_2144-25A_2256,RACS_2144-25A,8576,58598.86623,1,328.095697,-25.326591,0.07,0.08,42.382,0.514,3.505,42.382,0.514,3.505,41.242,0.292,25.73,0.18,24.97,0.17,155.16,8.67,6.1,0.18,0.0,0.17,155.16,8.67,S,1.872,0.29,25.053371,-50.016466
2241008,4549,RACS_2144-25A_2531,RACS_2144-25A_2257,RACS_2144-25A,8576,58598.86623,1,328.097124,-25.178542,2.44,2.35,2.46,0.701,0.971,2.46,0.701,0.971,1.813,0.325,34.0,6.95,24.96,3.92,132.01,26.73,23.03,6.95,0.0,3.92,132.01,26.73,S,1.8647,0.312,25.278386,-49.984828
2241009,4549,RACS_2144-25A_2532,RACS_2144-25A_2258,RACS_2144-25A,8576,58598.86623,1,328.081601,-24.261525,2.45,3.17,2.345,0.679,0.95,2.345,0.679,0.95,1.439,0.277,37.79,8.26,26.98,4.57,148.21,27.12,28.33,8.26,10.13,4.57,148.21,27.12,S,2.0499,0.261,26.657082,-49.757731
2241010,4549,RACS_2144-25A_2533,RACS_2144-25A_2259,RACS_2144-25A,8576,58598.86623,1,328.107355,-25.738906,1.94,3.33,1.91,0.622,0.888,1.91,0.622,0.888,1.462,0.295,34.3,8.1,23.82,4.1,162.12,25.99,0.0,8.1,0.0,4.1,0.0,25.99,S,1.9657,0.286,24.429838,-50.116056
2241011,4549,RACS_2144-25A_2534,RACS_2144-25A_2260,RACS_2144-25A,8576,58598.86623,1,328.127922,-27.134633,0.45,0.5,9.538,0.683,1.353,9.538,0.683,1.353,8.743,0.371,28.05,1.27,24.34,0.96,145.76,11.95,12.71,1.27,0.0,0.96,145.76,11.95,S,2.7459,0.365,22.295534,-50.411082
2241012,4549,RACS_2144-25A_2535,RACS_2144-25A_2261,RACS_2144-25A,8576,58598.86623,1,328.103407,-25.67212,1.19,1.28,4.166,0.678,1.042,4.166,0.678,1.042,3.418,0.339,31.39,3.5,24.28,2.15,138.88,16.92,18.98,3.5,0.0,2.15,138.88,16.92,S,1.9432,0.329,24.530395,-50.098343
2241013,4549,RACS_2144-25A_2536,RACS_2144-25A_2262,RACS_2144-25A,8576,58598.86623,1,328.050096,-22.521554,0.52,0.6,6.448,0.575,1.112,6.448,0.575,1.112,6.398,0.329,27.2,1.51,23.2,1.1,146.77,13.47,0.0,1.51,0.0,1.1,0.0,13.47,S,3.1923,0.33,29.234902,-49.280184
2241014,4549,RACS_2144-25A_2538,RACS_2144-25A_2264,RACS_2144-25A,8576,58598.86623,1,328.063887,-23.508806,1.79,1.58,2.835,0.608,0.926,2.835,0.608,0.926,2.392,0.307,33.2,5.1,22.33,2.39,128.64,15.04,21.82,5.1,0.0,2.39,128.64,15.04,S,2.4569,0.304,27.776985,-49.554646
2241015,4549,RACS_2144-25A_2539,RACS_2144-25A_2265,RACS_2144-25A,8576,58598.86623,1,328.051124,-22.937637,0.78,0.74,9.187,0.764,1.375,9.187,0.764,1.375,6.446,0.34,36.5,2.27,24.43,1.09,131.84,5.79,26.57,2.27,0.0,1.09,131.84,5.79,S,2.8611,0.328,28.620646,-49.393866
2241016,4549,RACS_2144-25A_2540,RACS_2144-25A_2266,RACS_2144-25A,8576,58598.86623,1,328.053929,-22.742419,1.37,1.63,2.067,0.577,0.865,2.067,0.577,0.865,2.476,0.372,24.98,4.13,20.92,2.86,148.94,36.54,0.0,4.13,0.0,2.86,0.0,36.54,S,3.0157,0.394,28.910456,-49.343854
2241017,4549,RACS_2144-25A_2544,RACS_2144-25A_2268,RACS_2144-25A,8576,58598.86623,1,328.13742,-27.913168,1.73,1.96,3.072,0.881,1.135,3.072,0.881,1.135,3.118,0.507,28.55,5.35,21.61,3.05,141.14,25.69,0.0,5.35,0.0,3.05,0.0,25.69,S,3.3579,0.516,21.093473,-50.55662
2241018,4549,RACS_2144-25A_2545,RACS_2144-25A_2269,RACS_2144-25A,8576,58598.86623,1,328.080785,-24.833062,1.38,2.25,2.596,0.545,0.873,2.596,0.545,0.873,2.055,0.26,36.51,5.82,21.63,2.17,152.53,11.64,26.61,5.82,0.0,2.17,152.53,11.64,S,1.8755,0.26,25.795921,-49.891951
2241019,4549,RACS_2144-25A_2546,RACS_2144-25A_2270,RACS_2144-25A,8576,58598.86623,1,328.11231,-26.756344,0.39,0.47,8.439,0.591,1.241,8.439,0.591,1.241,8.518,0.343,26.43,1.13,23.45,0.89,156.87,13.37,0.0,1.13,0.0,0.89,0.0,13.37,S,2.4749,0.344,22.87391,-50.326235
2241020,4549,RACS_2144-25A_2548,RACS_2144-25A_2272,RACS_2144-25A,8576,58598.86623,1,328.084756,-25.383178,1.23,1.2,3.67,0.624,0.981,3.67,0.624,0.981,3.052,0.318,28.22,3.02,26.65,2.7,51.09,75.41,13.07,3.02,9.22,2.7,51.09,75.41,S,1.8686,0.306,24.964078,-50.019282
2241021,4549,RACS_2144-25A_2551,RACS_2144-25A_2275,RACS_2144-25A,8576,58598.86623,1,328.045418,-23.221723,0.13,0.13,24.418,0.49,2.263,24.418,0.49,2.263,23.318,0.274,25.8,0.31,25.39,0.3,162.88,30.71,6.29,0.31,4.43,0.3,162.88,30.71,S,2.6448,0.271,28.197265,-49.463922
2241022,4549,RACS_2144-25A_2552,RACS_2144-25A_2276,RACS_2144-25A,8576,58598.86623,1,328.041748,-22.993022,0.53,0.7,7.983,0.706,1.273,7.983,0.706,1.273,6.959,0.37,28.95,1.65,24.79,1.23,168.5,14.31,0.0,1.65,0.0,1.23,0.0,14.31,S,2.8131,0.361,28.535089,-49.400311
2241023,4549,RACS_2144-25A_2554,RACS_2144-25A_2278,RACS_2144-25A,8576,58598.86623,1,328.045782,-23.324005,1.63,1.82,2.87,0.659,0.962,2.87,0.659,0.962,2.389,0.333,31.34,4.93,23.98,2.97,140.65,23.43,18.86,4.93,0.0,2.97,140.65,23.43,S,2.5717,0.325,28.045427,-49.490916
2241024,4549,RACS_2144-25A_2557,RACS_2144-25A_2282,RACS_2144-25A,8576,58598.86623,1,328.120047,-28.137527,1.08,3.48,8.854,1.848,2.161,8.854,1.848,2.161,5.13,0.704,46.39,8.22,23.29,2.47,175.08,10.53,0.0,8.22,0.0,2.47,0.0,10.53,S,3.5369,0.704,20.741136,-50.57874
2241025,4549,RACS_2144-25A_2559,RACS_2144-25A_2283,RACS_2144-25A,8576,58598.86623,2,328.048243,-24.76703,0.93,1.31,3.365,0.509,0.894,7.625,0.678,1.236,2.853,0.26,31.49,3.28,23.42,1.86,154.43,13.56,19.14,3.28,0.0,1.86,154.43,13.56,M,1.8586,0.255,25.884999,-49.847943
2241026,4549,RACS_2144-25A_2558,RACS_2144-25A_2283,RACS_2144-25A,8576,58598.86623,2,328.056516,-24.762427,0.62,0.73,4.26,0.448,0.915,7.625,0.678,1.236,4.185,0.254,27.89,1.87,22.82,1.25,147.27,12.62,0.0,1.87,0.0,1.25,0.0,12.62,M,1.8669,0.255,25.894646,-49.854183
2241027,4549,RACS_2144-25A_2561,RACS_2144-25A_2285,RACS_2144-25A,8576,58598.86623,1,328.077828,-26.191819,1.2,1.75,2.85,0.574,0.905,2.85,0.574,0.905,2.457,0.296,31.46,4.38,23.06,2.4,154.83,17.33,0.0,4.38,0.0,2.4,0.0,17.33,S,2.1235,0.292,23.729863,-50.184313
2241028,4549,RACS_2144-25A_2562,RACS_2144-25A_2286,RACS_2144-25A,8576,58598.86623,1,328.089221,-27.079508,0.18,0.18,22.429,0.644,2.168,22.429,0.644,2.168,21.788,0.364,26.0,0.45,24.77,0.4,141.07,13.09,7.14,0.45,0.0,0.4,141.07,13.09,S,2.6823,0.362,22.370511,-50.367032
2241029,4549,RACS_2144-25A_2564,RACS_2144-25A_2288,RACS_2144-25A,8576,58598.86623,1,328.101542,-28.03778,0.36,0.38,18.031,1.107,2.081,18.031,1.107,2.081,18.335,0.646,25.76,0.94,23.91,0.81,144.33,18.55,0.0,0.94,0.0,0.81,0.0,18.55,S,3.444,0.649,20.891777,-50.546199
2241030,4549,RACS_2144-25A_2565,RACS_2144-25A_2289,RACS_2144-25A,8576,58598.86623,1,328.027272,-23.619607,3.02,2.55,2.646,0.768,1.029,2.646,0.768,1.029,1.569,0.307,36.21,7.68,29.13,5.26,120.17,40.77,26.18,7.68,14.96,5.26,120.17,40.77,S,2.3589,0.286,27.598646,-49.550472
2241031,4549,RACS_2144-25A_2567,RACS_2144-25A_2291,RACS_2144-25A,8576,58598.86623,1,328.07761,-26.811663,1.87,1.79,4.617,0.902,1.221,4.617,0.902,1.221,2.997,0.383,36.63,5.33,26.32,2.95,131.65,17.81,26.77,5.33,8.15,2.95,131.65,17.81,S,2.4882,0.363,22.77959,-50.306427
