id,catalogue_id,gaussian_id,source_id,tile_id,sbid,obs_start_time,n_gaus,ra,dec,e_ra,e_dec,total_flux_gaussian,e_total_flux_gaussian_pybdsf,e_total_flux_gaussian,total_flux_source,e_total_flux_source_pybdsf,e_total_flux_source,peak_flux,e_peak_flux,maj,e_maj,min,e_min,pa,e_pa,dc_maj,e_dc_maj,dc_min,e_dc_min,dc_pa,e_dc_pa,s_code,separation_tile_centre,noise,gal_lon,gal_lat
2332058,4549,RACS_2238-25A_4941,RACS_2238-25A_4423,RACS_2238-25A,8586,58601.06915,1,338.390151,-25.476522,1.79,4.7,3.182,0.814,1.088,3.182,0.814,1.088,1.43,0.261,50.28,11.08,27.67,4.18,177.57,18.11,43.62,11.08,11.84,4.18,177.57,18.11,S,1.1669,0.254,28.071289,-59.151114
2332059,4549,RACS_2238-25A_4942,RACS_2238-25A_4424,RACS_2238-25A,8586,58601.06915,1,338.405653,-23.51688,0.74,1.0,5.563,0.635,1.093,5.563,0.635,1.093,4.35,0.309,31.01,2.39,25.79,1.69,16.01,17.72,18.34,2.39,6.32,1.69,16.01,17.72,S,1.9573,0.296,31.788322,-58.744441
2332060,4549,RACS_2238-25A_4943,RACS_2238-25A_4425,RACS_2238-25A,8586,58601.06915,1,338.376669,-26.236903,0.62,0.71,9.101,0.769,1.373,9.101,0.769,1.373,6.748,0.361,31.08,1.76,27.13,1.37,28.73,17.73,18.46,1.76,10.53,1.37,28.73,17.73,S,1.5769,0.342,26.604876,-59.273409
2332061,4549,RACS_2238-25A_4944,RACS_2238-25A_4426,RACS_2238-25A,8586,58601.06915,1,338.414514,-22.735902,1.47,2.22,2.234,0.7,0.96,2.234,0.7,0.96,2.382,0.419,26.85,5.24,21.86,3.45,3.79,38.54,0.0,5.24,0.0,3.45,0.0,38.54,S,2.6362,0.429,33.244985,-58.555545
2332062,4549,RACS_2238-25A_4945,RACS_2238-25A_4427,RACS_2238-25A,8586,58601.06915,1,338.369195,-26.58842,1.05,0.81,4.442,0.582,0.998,4.442,0.582,0.998,3.765,0.3,29.59,2.55,24.94,1.83,108.92,21.15,15.81,2.55,0.0,1.83,108.92,21.15,S,1.8438,0.29,25.923234,-59.323303
2332063,4549,RACS_2238-25A_4946,RACS_2238-25A_4428,RACS_2238-25A,8586,58601.06915,1,338.394116,-24.333296,1.01,1.33,2.866,0.49,0.855,2.866,0.49,0.855,2.524,0.259,28.58,3.14,24.83,2.39,1.66,32.24,0.0,3.14,0.0,2.39,0.0,32.24,S,1.3709,0.253,30.248481,-58.922235
2332064,4549,RACS_2238-25A_4947,RACS_2238-25A_4429,RACS_2238-25A,8586,58601.06915,1,338.379517,-25.316198,1.46,2.13,1.619,0.463,0.769,1.619,0.463,0.769,1.598,0.264,27.65,5.01,22.9,3.44,3.09,39.27,0.0,5.01,0.0,3.44,0.0,39.27,S,1.1399,0.265,28.374551,-59.111292
2332065,4549,RACS_2238-25A_4951,RACS_2238-25A_4433,RACS_2238-25A,8586,58601.06915,1,338.372784,-25.229361,1.61,3.33,2.665,0.697,0.979,2.665,0.697,0.979,1.663,0.286,38.88,7.84,25.77,3.78,1.12,21.74,29.78,7.84,6.22,3.78,1.12,21.74,S,1.1355,0.273,28.538176,-59.088553
2332066,4549,RACS_2238-25A_4956,RACS_2238-25A_4437,RACS_2238-25A,8586,58601.06915,1,338.389492,-23.300305,1.63,1.94,1.561,0.5,0.788,1.561,0.5,0.788,1.761,0.312,24.67,4.59,22.48,3.8,12.57,81.54,0.0,4.59,0.0,3.8,0.0,81.54,S,2.1475,0.323,32.185703,-58.67713
2332067,4549,RACS_2238-25A_4957,RACS_2238-25A_4438,RACS_2238-25A,8586,58601.06915,1,338.389982,-23.018483,1.23,1.78,5.676,1.032,1.368,5.676,1.032,1.368,4.09,0.473,33.51,4.31,25.91,2.69,18.6,21.44,22.29,4.31,6.79,2.69,18.6,21.44,S,2.3925,0.45,32.710136,-58.6068
2332068,4549,RACS_2238-25A_4958,RACS_2238-25A_4439,RACS_2238-25A,8586,58601.06915,1,338.352015,-26.643687,0.66,0.75,5.511,0.591,1.065,5.511,0.591,1.065,5.111,0.324,27.41,1.83,24.6,1.48,25.43,25.56,11.24,1.83,0.0,1.48,25.43,25.56,S,1.897,0.319,25.811564,-59.316693
2332069,4549,RACS_2238-25A_4962,RACS_2238-25A_4443,RACS_2238-25A,8586,58601.06915,1,338.345806,-26.799593,0.2,0.21,16.962,0.55,1.775,16.962,0.55,1.775,16.103,0.306,26.26,0.51,25.09,0.47,22.05,17.75,8.02,0.51,1.95,0.47,22.05,17.75,S,2.0263,0.303,25.507856,-59.334902
2332070,4549,RACS_2238-25A_4964,RACS_2238-25A_4445,RACS_2238-25A,8586,58601.06915,1,338.389132,-22.71647,3.17,2.64,3.824,1.18,1.408,3.824,1.18,1.408,2.256,0.471,34.34,7.46,30.88,6.2,94.99,84.86,23.54,7.46,18.09,6.2,94.99,84.86,S,2.6637,0.436,33.269129,-58.527851
2332071,4549,RACS_2238-25A_4966,RACS_2238-25A_4447,RACS_2238-25A,8586,58601.06915,1,338.335995,-27.229084,0.1,0.11,33.333,0.571,2.89,33.333,0.571,2.89,32.952,0.327,25.53,0.26,24.78,0.24,20.33,14.28,0.0,0.26,0.0,0.24,0.0,14.28,S,2.3958,0.326,24.671352,-59.387907
2332072,4549,RACS_2238-25A_4967,RACS_2238-25A_4448,RACS_2238-25A,8586,58601.06915,1,338.351865,-26.169064,1.75,4.12,4.955,1.147,1.426,4.955,1.147,1.426,2.166,0.362,49.39,9.72,28.96,4.1,3.57,18.05,42.59,9.72,14.6,4.1,3.57,18.05,S,1.5467,0.349,26.728465,-59.240154
2332073,4549,RACS_2238-25A_4968,RACS_2238-25A_4449,RACS_2238-25A,8586,58601.06915,1,338.337567,-27.194617,0.5,0.51,6.829,0.539,1.117,6.829,0.539,1.117,6.553,0.302,26.47,1.26,24.63,1.1,140.48,27.79,8.63,1.26,0.0,1.1,140.48,27.79,S,2.3651,0.3,24.738766,-59.38454
2332074,4549,RACS_2238-25A_4969,RACS_2238-25A_4450,RACS_2238-25A,8586,58601.06915,1,338.355424,-25.760846,1.83,2.16,2.171,0.575,0.869,2.171,0.575,0.869,1.75,0.285,30.87,5.52,25.11,3.73,32.22,36.11,18.11,5.52,2.33,3.73,32.22,36.11,S,1.3068,0.275,27.514835,-59.172454
2332075,4549,RACS_2238-25A_4970,RACS_2238-25A_4451,RACS_2238-25A,8586,58601.06915,1,338.38374,-22.320824,0.17,0.17,25.402,0.664,2.373,25.402,0.664,2.373,24.061,0.37,25.99,0.4,25.42,0.39,59.49,29.56,7.02,0.4,4.55,0.39,59.49,29.56,S,3.0292,0.365,33.995493,-58.416958
2332076,4549,RACS_2238-25A_4971,RACS_2238-25A_4452,RACS_2238-25A,8586,58601.06915,1,338.357778,-25.477186,2.07,2.87,1.828,0.6,0.869,1.828,0.6,0.869,1.455,0.295,30.94,6.86,25.38,4.72,14.74,46.6,18.22,6.86,4.35,4.72,14.74,46.6,S,1.1951,0.284,28.059346,-59.122531
2332077,4549,RACS_2238-25A_4973,RACS_2238-25A_4454,RACS_2238-25A,8586,58601.06915,1,338.366967,-24.082263,1.27,1.65,6.27,0.805,1.237,6.27,0.805,1.237,2.893,0.268,39.95,3.89,33.92,2.98,179.07,25.98,31.16,3.89,22.92,2.98,179.07,25.98,S,1.5494,0.247,30.71137,-58.842207
2332078,4549,RACS_2238-25A_4974,RACS_2238-25A_4455,RACS_2238-25A,8586,58601.06915,1,338.387823,-22.207885,2.61,2.41,2.469,0.787,1.036,2.469,0.787,1.036,2.02,0.391,32.81,7.41,23.32,3.87,49.51,27.7,21.21,7.41,0.0,3.87,49.51,27.7,S,3.1331,0.383,34.204732,-58.389549
2332079,4549,RACS_2238-25A_4975,RACS_2238-25A_4456,RACS_2238-25A,8586,58601.06915,1,338.326628,-27.843934,3.06,2.23,2.632,0.729,1.0,2.632,0.729,1.0,1.55,0.29,36.22,7.34,29.33,5.07,75.46,41.12,26.21,7.34,15.29,5.07,75.46,41.12,S,2.9516,0.27,23.470564,-59.458662
2332080,4549,RACS_2238-25A_4976,RACS_2238-25A_4457,RACS_2238-25A,8586,58601.06915,1,338.357261,-25.10934,2.5,2.73,1.726,0.569,0.842,1.726,0.569,0.842,1.288,0.268,31.42,7.02,26.65,5.17,144.5,56.53,19.03,7.02,9.22,5.17,144.5,56.53,S,1.1459,0.255,28.761799,-59.051256
2332081,4549,RACS_2238-25A_4978,RACS_2238-25A_4459,RACS_2238-25A,8586,58601.06915,1,338.363651,-23.97124,0.58,0.96,6.139,0.584,1.098,6.139,0.584,1.098,4.562,0.273,33.58,2.28,25.05,1.32,171.25,10.15,22.42,2.28,1.5,1.32,171.25,10.15,S,1.629,0.262,30.918903,-58.813988
2332082,4549,RACS_2238-25A_4979,RACS_2238-25A_4460,RACS_2238-25A,8586,58601.06915,1,338.37089,-23.175723,1.81,1.6,3.617,0.824,1.117,3.617,0.824,1.117,2.933,0.411,30.58,4.67,25.23,3.24,56.01,33.2,17.58,4.67,3.36,3.24,56.01,33.2,S,2.2633,0.396,32.409462,-58.629556
2332083,4549,RACS_2238-25A_4981,RACS_2238-25A_4462,RACS_2238-25A,8586,58601.06915,1,338.318891,-27.246462,1.0,0.77,15.497,1.114,1.937,15.497,1.114,1.937,6.574,0.347,43.59,2.48,33.83,1.65,66.65,10.53,35.71,2.48,22.77,1.65,66.65,10.53,S,2.4184,0.323,24.633458,-59.375227
2332084,4549,RACS_2238-25A_4982,RACS_2238-25A_4463,RACS_2238-25A,8586,58601.06915,1,338.360783,-23.092993,0.86,0.97,3.654,0.605,0.968,3.654,0.605,0.968,4.138,0.379,24.21,2.28,22.82,2.03,11.78,65.72,0.0,2.28,0.0,2.03,0.0,65.72,S,2.3398,0.392,32.558705,-58.599732
2332085,4549,RACS_2238-25A_4983,RACS_2238-25A_4464,RACS_2238-25A,8586,58601.06915,1,338.348716,-23.506917,0.09,0.08,49.94,0.604,4.041,49.94,0.604,4.041,41.623,0.308,28.26,0.22,26.55,0.19,94.4,5.45,13.17,0.22,8.91,0.19,94.4,5.45,S,1.9953,0.296,31.782646,-58.691371
2332086,4549,RACS_2238-25A_4984,RACS_2238-25A_4465,RACS_2238-25A,8586,58601.06915,1,338.315485,-26.899551,2.19,2.26,2.116,0.636,0.908,2.116,0.636,0.908,1.725,0.318,30.16,6.01,25.44,4.35,42.6,48.41,16.87,6.01,4.61,4.35,42.6,48.41,S,2.1241,0.307,25.306202,-59.322977
2332087,4549,RACS_2238-25A_4985,RACS_2238-25A_4466,RACS_2238-25A,8586,58601.06915,1,338.344449,-24.14266,1.61,3.01,1.687,0.49,0.788,1.687,0.49,0.788,1.371,0.24,34.6,7.38,22.23,3.19,18.67,20.3,0.0,7.38,0.0,3.19,0.0,20.3,S,1.5245,0.238,30.588703,-58.835789
2332088,4549,RACS_2238-25A_4987,RACS_2238-25A_4468,RACS_2238-25A,8586,58601.06915,1,338.327776,-25.31316,0.73,1.4,5.331,0.641,1.083,5.331,0.641,1.083,3.549,0.276,36.73,3.3,25.57,1.72,2.06,11.12,26.91,3.3,5.32,1.72,2.06,11.12,S,1.1857,0.263,28.362881,-59.064805
2332089,4549,RACS_2238-25A_4988,RACS_2238-25A_4469,RACS_2238-25A,8586,58601.06915,1,338.338078,-23.865202,0.78,0.69,3.508,0.42,0.856,3.508,0.42,0.856,3.503,0.242,26.0,1.86,24.09,1.6,73.48,38.74,0.0,1.86,0.0,1.6,0.0,38.74,S,1.7221,0.242,31.107623,-58.766789
2332090,4549,RACS_2238-25A_4989,RACS_2238-25A_4470,RACS_2238-25A,8586,58601.06915,1,338.297812,-27.785024,1.88,2.83,1.661,0.55,0.826,1.661,0.55,0.826,1.458,0.287,30.79,6.93,23.15,4.0,20.53,32.81,0.0,6.93,0.0,4.0,0.0,32.81,S,2.908,0.283,23.579552,-59.426263
2332091,4549,RACS_2238-25A_4990,RACS_2238-25A_4471,RACS_2238-25A,8586,58601.06915,1,338.328589,-24.906989,1.12,1.44,1.941,0.411,0.757,1.941,0.411,0.757,2.046,0.244,27.09,3.6,21.9,2.34,26.8,25.52,0.0,3.6,0.0,2.34,0.0,25.52,S,1.1936,0.249,29.136787,-58.985222
2332092,4549,RACS_2238-25A_4991,RACS_2238-25A_4472,RACS_2238-25A,8586,58601.06915,1,338.30834,-26.659625,0.85,1.25,3.955,0.601,0.982,3.955,0.601,0.982,3.481,0.316,29.53,2.95,24.06,1.99,7.82,20.49,0.0,2.95,0.0,1.99,0.0,20.49,S,1.9334,0.31,25.768943,-59.280578
2332093,4549,RACS_2238-25A_4993,RACS_2238-25A_4474,RACS_2238-25A,8586,58601.06915,1,338.338124,-23.662998,1.06,1.11,2.929,0.494,0.861,2.929,0.494,0.861,2.781,0.275,27.01,2.81,24.38,2.3,38.7,41.98,10.19,2.81,0.0,2.3,38.7,41.98,S,1.8761,0.272,31.486443,-58.719352
2332094,4549,RACS_2238-25A_4995,RACS_2238-25A_4475,RACS_2238-25A,8586,58601.06915,2,338.28904,-27.489327,0.22,0.22,15.083,0.498,1.634,47.986,0.679,3.918,13.411,0.266,26.69,0.53,26.36,0.52,50.71,60.32,9.36,0.53,8.28,0.52,50.71,60.32,M,2.645,0.259,24.153981,-59.381376
2332095,4549,RACS_2238-25A_4994,RACS_2238-25A_4475,RACS_2238-25A,8586,58601.06915,2,338.286521,-27.496301,0.09,0.09,32.902,0.461,2.841,47.986,0.679,3.918,31.865,0.261,25.57,0.21,25.26,0.21,22.63,27.3,5.34,0.21,3.51,0.21,22.63,27.3,M,2.6523,0.259,24.139833,-59.380066
2332096,4549,RACS_2238-25A_4997,RACS_2238-25A_4477,RACS_2238-25A,8586,58601.06915,1,338.323687,-24.665665,1.12,1.34,1.83,0.367,0.727,1.83,0.367,0.727,1.855,0.213,26.5,3.25,23.27,2.5,23.29,38.56,0.0,3.25,0.0,2.5,0.0,38.56,S,1.2663,0.214,29.59288,-58.930977
2332097,4549,RACS_2238-25A_4999,RACS_2238-25A_4479,RACS_2238-25A,8586,58601.06915,2,338.310555,-25.639707,0.55,0.75,5.622,0.544,1.046,8.373,0.915,1.42,5.1,0.293,28.36,1.76,24.3,1.3,2.45,16.84,0.0,1.76,0.0,1.3,0.0,16.84,M,1.2904,0.288,27.732828,-59.110752
2332098,4549,RACS_2238-25A_5000,RACS_2238-25A_4479,RACS_2238-25A,8586,58601.06915,2,338.311213,-25.651203,1.56,3.62,2.751,0.735,1.01,8.373,0.915,1.42,1.703,0.299,40.46,8.54,24.96,3.64,177.26,19.62,31.81,8.54,0.0,3.64,177.26,19.62,M,1.2944,0.288,27.711023,-59.113436
2332099,4549,RACS_2238-25A_5002,RACS_2238-25A_4481,RACS_2238-25A,8586,58601.06915,1,338.31783,-24.520958,0.05,0.05,53.39,0.445,4.261,53.39,0.445,4.261,52.693,0.255,25.4,0.12,24.94,0.12,9.47,11.19,0.0,0.12,0.0,0.12,0.0,11.19,S,1.3316,0.254,29.864573,-58.895081
2332100,4549,RACS_2238-25A_5003,RACS_2238-25A_4482,RACS_2238-25A,8586,58601.06915,1,338.295334,-26.736171,0.86,1.0,4.321,0.599,1.001,4.321,0.599,1.001,3.876,0.321,27.47,2.36,25.38,2.03,171.22,44.84,11.37,2.36,4.35,2.03,171.22,44.84,S,2.0013,0.313,25.617381,-59.280793
2332101,4549,RACS_2238-25A_5004,RACS_2238-25A_4483,RACS_2238-25A,8586,58601.06915,1,338.290304,-26.854302,0.87,0.96,6.56,0.706,1.191,6.56,0.706,1.191,4.593,0.317,33.53,2.55,26.64,1.67,38.52,14.38,22.34,2.55,9.16,1.67,38.52,14.38,S,2.0995,0.3,25.387384,-59.294081
2332102,4549,RACS_2238-25A_5011,RACS_2238-25A_4489,RACS_2238-25A,8586,58601.06915,1,338.296126,-25.662757,0.15,0.16,21.473,0.525,2.071,21.473,0.525,2.071,20.567,0.295,25.93,0.38,25.17,0.36,7.14,20.14,6.89,0.38,2.86,0.36,7.14,20.14,S,1.3115,0.292,27.684065,-59.102172
2332103,4549,RACS_2238-25A_5014,RACS_2238-25A_4491,RACS_2238-25A,8586,58601.06915,1,338.306987,-24.286887,0.42,0.51,8.784,0.529,1.234,8.784,0.529,1.234,6.842,0.256,31.42,1.29,25.55,0.87,29.31,8.73,19.02,1.29,5.25,0.87,29.31,8.73,S,1.4625,0.245,30.3023,-58.834571
2332104,4549,RACS_2238-25A_5015,RACS_2238-25A_4492,RACS_2238-25A,8586,58601.06915,1,338.288702,-26.00084,0.95,1.83,5.65,0.827,1.219,5.65,0.827,1.219,3.471,0.336,38.55,4.32,26.4,2.21,4.46,13.37,29.35,4.32,8.46,2.21,4.46,13.37,S,1.4855,0.319,27.033323,-59.155612
2332105,4549,RACS_2238-25A_5016,RACS_2238-25A_4493,RACS_2238-25A,8586,58601.06915,1,338.305493,-24.585489,2.19,2.78,2.221,0.571,0.869,2.221,0.571,0.869,1.551,0.251,38.74,7.75,23.1,3.02,36.25,16.97,29.59,7.75,0.0,3.02,36.25,16.97,S,1.3132,0.246,29.737895,-58.897877
2332106,4549,RACS_2238-25A_5018,RACS_2238-25A_4495,RACS_2238-25A,8586,58601.06915,1,338.291555,-25.461188,1.66,3.23,4.879,0.985,1.295,4.879,0.985,1.295,2.231,0.322,46.3,7.71,29.53,3.7,169.92,17.68,38.97,7.71,15.7,3.7,169.92,17.68,S,1.2482,0.306,28.068096,-59.060804
2332107,4549,RACS_2238-25A_5019,RACS_2238-25A_4496,RACS_2238-25A,8586,58601.06915,1,338.295685,-25.057634,1.3,2.02,3.577,0.662,1.001,3.577,0.662,1.001,2.339,0.283,35.9,4.89,26.63,2.86,16.41,19.91,25.76,4.89,9.16,2.86,16.41,19.91,S,1.2039,0.267,28.838747,-58.986334
2332108,4549,RACS_2238-25A_5022,RACS_2238-25A_4499,RACS_2238-25A,8586,58601.06915,1,338.276041,-26.422118,0.2,0.22,17.709,0.539,1.821,17.709,0.539,1.821,15.177,0.28,28.39,0.55,25.7,0.45,32.9,8.49,13.44,0.55,5.92,0.45,32.9,8.49,S,1.7721,0.271,26.218756,-59.214672
2332109,4549,RACS_2238-25A_5024,RACS_2238-25A_4501,RACS_2238-25A,8586,58601.06915,1,338.317023,-22.269922,0.12,0.12,38.863,0.705,3.297,38.863,0.705,3.297,36.702,0.391,25.92,0.28,25.57,0.27,29.88,37.1,6.7,0.28,5.38,0.27,29.88,37.1,S,3.0996,0.386,34.056603,-58.343643
2332110,4549,RACS_2238-25A_5026,RACS_2238-25A_4503,RACS_2238-25A,8586,58601.06915,1,338.31966,-22.068038,2.33,4.07,2.964,0.863,1.116,2.964,0.863,1.116,1.659,0.326,43.25,10.22,25.86,4.22,22.76,21.11,35.26,10.22,6.63,4.22,22.76,21.11,S,3.2862,0.314,34.427198,-58.290005
2332111,4549,RACS_2238-25A_5028,RACS_2238-25A_4505,RACS_2238-25A,8586,58601.06915,1,338.287685,-25.079711,1.22,2.05,2.711,0.573,0.897,2.711,0.573,0.897,2.199,0.282,33.2,5.01,23.21,2.54,18.59,17.9,0.0,5.01,0.0,2.54,0.0,17.9,S,1.2099,0.277,28.79396,-58.983624
2332112,4549,RACS_2238-25A_5029,RACS_2238-25A_4506,RACS_2238-25A,8586,58601.06915,1,338.26826,-26.178574,0.27,0.27,12.678,0.551,1.493,12.678,0.551,1.493,12.559,0.316,25.21,0.64,25.04,0.63,75.81,149.22,3.2,0.64,1.25,0.63,75.81,149.22,S,1.6095,0.316,26.685568,-59.167781
2332113,4549,RACS_2238-25A_5030,RACS_2238-25A_4507,RACS_2238-25A,8586,58601.06915,1,338.264976,-26.674228,1.6,1.75,2.385,0.572,0.879,2.385,0.572,0.879,2.051,0.298,28.3,4.3,25.69,3.57,31.46,64.32,13.27,4.3,5.87,3.57,31.46,64.32,S,1.9689,0.289,25.729053,-59.244534
2332114,4549,RACS_2238-25A_5032,RACS_2238-25A_4509,RACS_2238-25A,8586,58601.06915,1,338.276055,-25.096249,0.4,0.4,10.597,0.579,1.37,10.597,0.579,1.37,8.687,0.291,29.32,1.04,26.01,0.83,45.51,12.66,15.32,1.04,7.17,0.83,45.51,12.66,S,1.2197,0.28,28.75845,-58.976583
2332115,4549,RACS_2238-25A_5034,RACS_2238-25A_4511,RACS_2238-25A,8586,58601.06915,1,338.243568,-27.673599,0.48,0.4,9.876,0.564,1.318,9.876,0.564,1.318,7.611,0.272,30.47,1.16,26.65,0.9,68.09,12.18,17.41,1.16,9.15,0.9,68.09,12.18,S,2.8278,0.259,23.785134,-59.364891
2332116,4549,RACS_2238-25A_5036,RACS_2238-25A_4513,RACS_2238-25A,8586,58601.06915,1,338.232383,-28.120615,1.44,1.45,3.776,0.659,1.009,3.776,0.659,1.009,2.615,0.296,30.39,3.46,29.75,3.34,136.38,0.66,17.22,3.46,16.12,3.34,136.38,0.66,S,3.2387,0.277,22.911206,-59.408023
2332117,4549,RACS_2238-25A_5037,RACS_2238-25A_4514,RACS_2238-25A,8586,58601.06915,1,338.296077,-22.196117,1.23,1.21,3.17,0.597,0.937,3.17,0.597,0.937,2.987,0.331,26.68,3.06,24.9,2.66,132.14,66.65,9.31,3.06,0.0,2.66,132.14,66.65,S,3.1752,0.326,34.181534,-58.304662
2332118,4549,RACS_2238-25A_5038,RACS_2238-25A_4515,RACS_2238-25A,8586,58601.06915,1,338.258981,-24.966259,3.39,2.86,3.074,0.754,1.039,3.074,0.754,1.039,1.57,0.265,47.28,9.81,25.88,3.56,51.86,16.47,40.12,9.81,6.69,3.56,51.86,16.47,S,1.2462,0.259,28.999421,-58.935421
2332119,4549,RACS_2238-25A_5039,RACS_2238-25A_4516,RACS_2238-25A,8586,58601.06915,1,338.263003,-24.307405,0.59,0.69,4.954,0.471,0.969,4.954,0.471,0.969,4.487,0.254,27.73,1.65,24.89,1.34,21.93,22.97,11.99,1.65,0.0,1.34,21.93,22.97,S,1.4838,0.249,30.246589,-58.799989
2332120,4549,RACS_2238-25A_5040,RACS_2238-25A_4517,RACS_2238-25A,8586,58601.06915,1,338.268433,-23.192527,0.02,0.02,248.325,0.65,17.895,248.325,0.65,17.895,243.844,0.37,25.26,0.04,25.21,0.04,66.05,38.49,3.54,0.04,3.23,0.04,66.05,38.49,S,2.2977,0.369,32.332991,-58.542583
2332121,4549,RACS_2238-25A_5041,RACS_2238-25A_4518,RACS_2238-25A,8586,58601.06915,1,338.276555,-23.020293,1.05,1.17,3.501,0.657,0.993,3.501,0.657,0.993,3.806,0.398,26.6,3.1,21.63,2.03,37.7,23.02,0.0,3.1,0.0,2.03,0.0,23.02,S,2.4413,0.41,32.655777,-58.506315
2332122,4549,RACS_2238-25A_5042,RACS_2238-25A_4519,RACS_2238-25A,8586,58601.06915,1,338.244089,-25.952137,1.32,1.53,1.92,0.496,0.805,1.92,0.496,0.805,2.181,0.311,24.4,3.63,22.56,3.09,12.24,76.51,0.0,3.63,0.0,3.09,0.0,76.51,S,1.4911,0.323,27.113247,-59.107664
2332123,4549,RACS_2238-25A_5047,RACS_2238-25A_4524,RACS_2238-25A,8586,58601.06915,1,338.259991,-23.697709,1.04,1.49,3.826,0.631,0.994,3.826,0.631,0.994,3.108,0.313,32.43,3.75,23.74,2.08,25.4,15.84,20.63,3.75,0.0,2.08,25.4,15.84,S,1.8948,0.305,31.388909,-58.658068
2332124,4549,RACS_2238-25A_5048,RACS_2238-25A_4525,RACS_2238-25A,8586,58601.06915,1,338.209177,-27.627035,1.32,1.03,4.824,0.66,1.067,4.824,0.66,1.067,3.199,0.287,32.92,3.12,28.67,2.43,87.49,28.93,21.41,3.12,13.98,2.43,87.49,28.93,S,2.7999,0.268,23.868232,-59.328817
2332125,4549,RACS_2238-25A_5051,RACS_2238-25A_4527,RACS_2238-25A,8586,58601.06915,2,338.217971,-26.624401,0.58,0.42,10.364,0.664,1.394,21.0,0.912,2.171,7.856,0.316,31.33,1.36,26.34,0.98,90.77,10.95,18.87,1.36,8.26,0.98,90.77,10.95,M,1.9573,0.301,25.812573,-59.195331
2332126,4549,RACS_2238-25A_5050,RACS_2238-25A_4527,RACS_2238-25A,8586,58601.06915,2,338.203951,-26.628156,0.42,0.44,10.636,0.624,1.392,21.0,0.912,2.171,8.681,0.314,29.2,1.11,26.24,0.9,37.99,15.1,15.08,1.11,7.94,0.9,37.99,15.1,M,1.9683,0.301,25.801534,-59.183532
2332127,4549,RACS_2238-25A_5052,RACS_2238-25A_4528,RACS_2238-25A,8586,58601.06915,1,338.239689,-24.899425,1.87,2.83,4.144,0.811,1.132,4.144,0.811,1.132,2.145,0.289,45.65,7.42,26.47,2.96,29.22,14.22,38.19,7.42,8.67,2.96,29.22,14.22,S,1.2742,0.279,29.119323,-58.904736
2332128,4549,RACS_2238-25A_5054,RACS_2238-25A_4530,RACS_2238-25A,8586,58601.06915,1,338.211113,-27.002554,0.62,0.6,7.559,0.615,1.199,7.559,0.615,1.199,6.003,0.302,30.31,1.64,25.98,1.22,49.5,14.95,17.14,1.64,7.01,1.22,49.5,14.95,S,2.2616,0.29,25.080155,-59.245941
2332129,4549,RACS_2238-25A_5056,RACS_2238-25A_4531,RACS_2238-25A,8586,58601.06915,2,338.214759,-26.844532,1.77,2.71,2.504,0.682,0.96,13.779,1.023,1.786,1.932,0.324,34.52,6.86,23.48,3.34,155.88,22.08,23.79,6.86,0.0,3.34,155.88,22.08,M,2.1311,0.316,25.386682,-59.225976
2332130,4549,RACS_2238-25A_5055,RACS_2238-25A_4531,RACS_2238-25A,8586,58601.06915,2,338.204856,-26.844418,0.63,0.51,11.276,0.762,1.498,13.779,1.023,1.786,7.694,0.337,32.65,1.52,28.07,1.16,69.59,13.41,21.0,1.52,12.74,1.16,69.59,13.41,M,2.1363,0.316,25.38433,-59.217222
2332131,4549,RACS_2238-25A_5058,RACS_2238-25A_4533,RACS_2238-25A,8586,58601.06915,1,338.259689,-22.448854,1.21,1.17,4.08,0.734,1.075,4.08,0.734,1.075,3.708,0.397,26.59,2.89,25.9,2.74,66.93,169.36,9.0,2.89,6.71,2.74,66.93,169.36,S,2.9567,0.389,33.70105,-58.341348
2332132,4549,RACS_2238-25A_5059,RACS_2238-25A_4534,RACS_2238-25A,8586,58601.06915,1,338.261947,-22.144807,2.18,1.7,2.234,0.639,0.916,2.234,0.639,0.916,2.039,0.345,29.03,5.42,23.63,3.61,115.78,37.06,0.0,5.42,0.0,3.61,0.0,37.06,S,3.2347,0.34,34.258636,-58.260069
2332133,4549,RACS_2238-25A_5060,RACS_2238-25A_4535,RACS_2238-25A,8586,58601.06915,1,338.247313,-23.334242,0.38,0.41,8.769,0.601,1.265,8.769,0.601,1.265,9.392,0.363,24.54,0.96,23.8,0.9,174.66,52.16,0.0,0.96,0.0,0.9,0.0,52.16,S,2.1901,0.369,32.060646,-58.558985
2332134,4549,RACS_2238-25A_5061,RACS_2238-25A_4536,RACS_2238-25A,8586,58601.06915,1,338.208637,-26.822545,2.39,3.43,2.634,0.834,1.079,2.634,0.834,1.079,1.618,0.342,35.37,8.09,28.78,5.63,0.51,47.55,25.02,8.09,14.26,5.63,0.51,47.55,S,2.1168,0.319,25.427574,-59.217293
2332135,4549,RACS_2238-25A_5062,RACS_2238-25A_4537,RACS_2238-25A,8586,58601.06915,1,338.186075,-28.089137,0.65,0.81,7.05,0.64,1.182,7.05,0.64,1.182,5.082,0.295,31.34,1.91,27.71,1.53,179.52,21.35,18.85,1.91,11.95,1.53,179.52,21.35,S,3.226,0.278,22.963597,-59.363892
